id,magnitude,location,date,longitude,latitude,depth
official19060525150000000,,"Near Valdez, Alaska",5/25/1906,-146,61,
ushis457,4.2,"Near Houghton, Michigan",5/26/1906,-88.64,47.1,
iscgem16957907,7.84,"230 km W of Abepura, Indonesia",6/1/1906,138.56,-2.495,35
iscgemsup610548643,5.75,"282 km N of Bamboo Flat, India",6/11/1906,93.087,14.224,35
iscgemsup610548644,5.34,"58 km S of Tympáki, Greece",6/17/1906,24.662,34.554,15
iscgem16957908,7.09,"71 km NE of San Vicente, Philippines",6/19/1906,122.582,19.008,15
iscgem610548645,6.2,"73 km WSW of Jiquilillo, Nicaragua",6/20/1906,-88.018,12.381,35
iscgem610548646,5.66,"6 km NW of San Miguel Chimalapa, Mexico",6/22/1906,-94.79,16.751,60
iscgemsup610326414,,"9 km NNW of Bobov Dol, Bulgaria",6/23/1906,22.976,42.442,15
iscgem16957909,6.69,"36 km NE of Magway, Myanmar",6/24/1906,95.216,20.335,35
official19060627211000000,3.4,"Detroit River, Michigan",6/28/1906,-83.135,42.107,0
snm19060702101500000,4.5,"Near Socorro, New Mexico",7/2/1906,-106.9,34.1,
snm19060712121500000,5.5,"Near Socorro, New Mexico",7/12/1906,-106.9,34.1,
ushis459,,"Near Socorro, New Mexico",7/12/1906,-107,34,
iscgem610548651,6.72,northern Mid-Atlantic Ridge,7/14/1906,-42.579,10.857,10
snm19060716190000000,5.8,"Near Socorro, New Mexico",7/17/1906,-106.9,34.1,
iscgemsup610548652,,"20 km SSW of Lefkáda, Greece",7/18/1906,20.646,38.649,15
iscgem610548653,6.43,central Mid-Atlantic Ridge,7/20/1906,-37.482,7.714,10
iscgem610548655,6.19,Mid-Indian Ridge,7/23/1906,64.873,-13.425,10
iscgem610548656,6.3,"Komandorskiye Ostrova, Russia region",8/2/1906,166.212,54.529,20
official19060807060000000,,"Near Ketchikan, Alaska",8/7/1906,-132,55.5,
official19060807110000000,,"Near Ketchikan, Alaska",8/7/1906,-132,55.5,
iscgem16957912,8.3,"Rat Islands, Aleutian Islands, Alaska",8/17/1906,178.18,51.853,110
iscgemsup16957911,8.2,"The 1906 Valparaiso, Chile Earthquake",8/17/1906,-71.4,-32.4,35
iscgemsup16957914,6.74,"17 km NNW of Loncoche, Chile",8/19/1906,-72.721,-39.228,15
iscgemsup610548657,5.69,northern Mid-Atlantic Ridge,8/22/1906,-26.275,45.185,10
iscgem610548658,5.99,"14 km NW of Leku, Ethiopia",8/25/1906,38.34,6.959,10
iscgem16957915,6.51,"8 km E of Goba, Ethiopia",8/25/1906,40.06,7.031,15
iscgem16957916,7.13,"132 km NNE of Wewak, Papua New Guinea",8/26/1906,144.187,-2.489,15
iscgem16957917,6.91,"25 km ENE of Arica, Chile",8/30/1906,-70.092,-18.358,60
iscgem16957919,7.29,"190 km SE of Hasaki, Japan",9/8/1906,142.542,34.745,15
iscgem16957920,8,"57 km NNE of Lae, Papua New Guinea",9/15/1906,147.216,-6.252,35
iscgemsup610548660,6.38,"73 km S of Shimoda, Japan",9/17/1906,138.834,34.021,20
iscgem16957921,6.62,"175 km NW of Kimbe, Papua New Guinea",9/17/1906,149.091,-4.366,15
official19060920000000000,,"Prince William Sound, Alaska",9/20/1906,-147.5,60.8,
eqh19060927144125000,,Puerto Rico region,9/27/1906,-66.5,19,
iscgemsup16957922,7.5,"16 km W of Barranca, Peru",9/28/1906,-76.82,-4.808,100
iscgem16957924,7.63,"38 km NW of Finschhafen, Papua New Guinea",10/2/1906,147.589,-6.321,35
iscgem610548661,6.35,"58 km WNW of La Ligua, Chile",10/2/1906,-71.763,-32.175,15
iscgemsup16957925,6.7,"221 km WNW of Ozernovskiy, Russia",10/8/1906,153.845,52.623,200
iscgemsup610548662,6.59,"42 km E of Aras-asan, Philippines",10/10/1906,126.695,8.825,35
iscgemsup610548664,6.48,"5 km SSW of Mantalongon, Philippines",10/11/1906,123.56,10.078,15
iscgemsup16957926,6.86,"128 km NNW of Davila, Philippines",10/17/1906,120.159,19.564,15
eqh19061019020600000,4.05,"Bear River Valley, Idaho",10/19/1906,-111.4,42.5,
iscgem610548665,5.54,"7 km ENE of Vurğun, Azerbaijan",10/21/1906,45.543,41.128,15
official19061020201000000,,Western Puerto Rico,10/21/1906,-66.8,18.2,
iscgem16957929,7.1,"24 km SSW of Tirmiz, Uzbekistan",10/24/1906,67.132,37.032,35
official19061025121000000,,"Near Valdez, Alaska",10/25/1906,-146,61,
iscgem610548666,6.01,"67 km SSW of Bengkulu, Indonesia",10/28/1906,101.985,-4.345,60
iscgem610548667,6.35,"94 km SE of Sofifi, Indonesia",10/29/1906,128.202,0.185,15
eqh19061102014900000,,"Near Colville, Washington",11/2/1906,-117.9,48.5,
iscgemsup610548669,6.43,"176 km NE of Amahai, Indonesia",11/6/1906,130.16,-2.349,35
iscgem610548670,6.23,"Izu Islands, Japan region",11/8/1906,140.788,30.188,35
iscgem610548671,6.48,"79 km W of Kuqa, China",11/13/1906,81.979,41.635,15
iscgem16957930,7.21,southeast of the Loyalty Islands,11/15/1906,171.614,-22.539,35
snm19061115121500000,5.8,"Near Socorro, New Mexico",11/15/1906,-106.9,34.1,
iscgem16957931,7.37,northwest of Australia,11/19/1906,108.498,-21.244,10
iscgemsup610548673,6.35,"137 km WNW of Coquimbo, Chile",11/28/1906,-72.69,-29.568,15
official19061128113000000,,"Fox Islands, Aleutian Islands, Alaska",11/28/1906,-167,53,
iscgemsup16957932,7.2,"45 km W of Saint-Pierre, Martinique",12/4/1906,-61.587,14.668,130
cdmg19061207064000000,5.7,"Southwest of Cambria, California",12/7/1906,-121.2,35.5,
iscgem610548674,5.69,"101 km WSW of Methóni, Greece",12/16/1906,20.619,36.54,15
iscgem16957933,6.49,Tonga,12/19/1906,-173.904,-21.719,15
iscgem16957934,7.23,"108 km SE of Neiafu, Tonga",12/19/1906,-173.156,-19.229,35
snm19061219120000000,4.5,"Near Socorro, New Mexico",12/19/1906,-106.9,34.1,
official19061220230000000,,"Fox Islands, Aleutian Islands, Alaska",12/21/1906,-167,53,
official19061222180000000,,"Fox Islands, Aleutian Islands, Alaska",12/23/1906,-167,53,
iscgem16957935,7.95,"95 km WSW of Shihezi, China",12/23/1906,84.93,43.988,15
iscgem610548675,6.57,"135 km SW of Nikolski, Alaska",12/23/1906,-170.093,51.986,35
iscgem16957938,7.03,"153 km SE of Halibut Cove, Alaska",12/24/1906,-149.472,58.556,15
official19061225180000000,,Alaska Peninsula,12/26/1906,-162,54,
iscgem16957940,6.86,"87 km NNW of Iquique, Chile",12/26/1906,-70.607,-19.551,35
official19061228000000000,,Alaska Peninsula,12/28/1906,-162,54,
iscgem16957942,7.3,"85 km ESE of Neiafu, Tonga",1/2/1907,-173.306,-19.071,30
iscgem16957943,8.2,The 1907 Sumatra Earthquake and Tsunami,1/4/1907,95.53,2.681,25
iscgemsup16957944,6.66,Scotia Sea,1/8/1907,-51.954,-60.919,15
iscgemsup610548676,6.18,"5 km ESE of Laizhou, China",1/10/1907,119.999,37.157,10
iscgemsup610548677,6.35,"58 km SE of Nikolski, Alaska",1/12/1907,-168.223,52.581,15
iscgem610326322,6.2,"58 km NNE of Port Antonio, Jamaica",1/15/1907,-76.237,18.667,15
iscgem610548678,6.33,"72 km ESE of Nikolayevsk-on-Amure, Russia",1/19/1907,141.72,52.888,15
eqh19070124113000000,3.3,"Near Schenectady, New York",1/24/1907,-74,42.8,
iscgem610548680,5.77,"155 km N of Al Qubbah, Libya",2/2/1907,22.23,34.161,15
iscgemsup16957946,6.82,"28 km ENE of Finschhafen, Papua New Guinea",2/4/1907,148.067,-6.417,60
ushis465,4,"Near Arvonia, Virginia",2/11/1907,-78.3,37.7,
official19070301000000000,,"Central Seward Peninsula, Alaska",3/1/1907,-165,65.5,
iscgemsup914257,6.6,"90 km WNW of Sado, Japan",3/26/1907,137.461,38.354,360
iscgemsup16957948,7.2,"295 km SSE of Tabiauan, Philippines",3/30/1907,123.086,3.643,500
iscgemsup611389646,5.42,"44 km SSE of Meghri, Armenia",4/10/1907,46.387,38.521,15
iscgemsup611389647,5.93,"southwest of Sumatra, Indonesia",4/13/1907,96.651,-0.856,15
iscgemsup16957950,6.8,"42 km S of Jurm, Afghanistan",4/14/1907,70.871,36.481,225
iscgem16957951,7.8,"2 km NW of Teojomulco, Mexico",4/15/1907,-97.246,16.606,30
iscgem16957953,7.52,"7 km N of Luklukan, Philippines",4/19/1907,122.72,14.39,15
iscgemsup16957952,7.44,"70 km NE of Sabang Indan, Philippines",4/19/1907,123.382,14.67,15
eqh19070419083000000,3.9,"Near Charleston, South Carolina",4/19/1907,-80,32.9,
iscgemsup610326417,4.8,"2 km ESE of Massimeno, Italy",4/20/1907,10.798,46.13,15
iscgemsup610326418,4.8,"1 km SSE of San Benedetto Po, Italy",4/25/1907,10.946,45.033,15
iscgem16957956,6.63,"268 km SSE of Kokopo, Papua New Guinea",5/4/1907,152.821,-6.708,25
iscgem16957955,6.43,"Bonin Islands, Japan region",5/4/1907,142.222,27.998,35
iscgemsup16957957,7.26,"49 km NNE of Angoram, Papua New Guinea",5/7/1907,144.242,-3.648,30
iscgem611389649,6.61,"146 km WNW of Alotau, Papua New Guinea",5/14/1907,149.253,-9.735,35
iscgemsup610326326,5.22,"3 km SSE of Trilj, Croatia",5/18/1907,16.748,43.589,15
iscgemsup610548683,6.37,"75 km ENE of Sulangan, Philippines",5/20/1907,126.5,11.088,10
iscgem610548684,6.39,"35 km NNW of Palu, Indonesia",5/25/1907,119.791,-0.595,35
iscgem914265,7.65,Sea of Okhotsk,5/25/1907,150.453,51.086,550
iscgemsup610548685,6.18,"64 km E of Santa Ana, Philippines",5/25/1907,122.748,18.387,15
iscgem16957960,6.62,"67 km NNW of Esmeraldas, Ecuador",6/1/1907,-79.952,1.494,15
iscgemsup610326328,5.3,"11 km SE of Baykan, Turkey",6/3/1907,41.878,38.094,15
iscgem16957961,6.47,"37 km SSW of La Tola, Colombia",6/5/1907,-78.328,2.094,35
iscgem16957963,6.9,"48 km SSE of Panguipulli, Chile",6/13/1907,-72.153,-40.055,15
iscgem610548686,6.31,"211 km SE of Tarakan, Indonesia",6/24/1907,118.921,1.948,35
iscgemsup610548687,5.97,"85 km NE of Ormara, Pakistan",6/25/1907,65.339,25.64,10
iscgemsup610326420,5.15,"9 km SSE of Bijela, Bosnia and Herzegovina",6/25/1907,18.007,43.538,15
iscgemsup610548688,6.31,East of the Izu Islands,6/25/1907,144.024,30.643,15
iscgemsup16957964,7.5,"64 km NNW of Ternate, Indonesia",6/26/1907,127.178,1.337,200
iscgemsup610548689,6.31,"Bonin Islands, Japan region",6/27/1907,141.36,26.863,35
iscgemsup16957965,6.56,"61 km NW of Port-Olry, Vanuatu",6/28/1907,166.713,-14.607,30
iscgem610548690,7.17,"116 km SW of Corinto, Nicaragua",7/1/1907,-87.847,11.663,15
iscgem610548691,5.96,"98 km NW of Bandar Abbas, Iran",7/4/1907,55.512,27.747,15
se19070704092000000,3.4,"Near Farmington, Missouri",7/4/1907,-90.4,37.8,
iscgemsup16957966,6.6,"7 km SW of Kitami, Japan",7/5/1907,143.817,43.765,150
iscgem16957967,6.82,"24 km N of Panukulan, Philippines",7/10/1907,121.796,15.152,15
iscgemsup610326422,,"5 km ESE of Glina, Croatia",7/19/1907,16.15,45.324,15
iscgem16957968,7.06,"10 km W of Bigaan, Philippines",7/20/1907,126.188,8.316,35
iscgem610548692,6.34,"Sulawesi, Indonesia",7/30/1907,120.018,-1.112,35
iscgem610326330,5.63,"9 km S of Stolac, Bosnia and Herzegovina",8/1/1907,17.943,42.999,15
iscgemsup610548693,6.04,"84 km W of Noshiro, Japan",8/5/1907,139.048,40.32,20
iscgem610548694,6.56,"97 km SW of Antofagasta, Chile",8/5/1907,-70.966,-24.365,15
iscgemsup610326423,5.23,"7 km N of Bileća, Bosnia and Herzegovina",8/6/1907,18.439,42.942,15
cdmg19070811121900000,6.4,Off the coast of Northern California,8/11/1907,-125.5,40.5,
iscgemsup610326424,5.18,"19 km WSW of Radovnica, Serbia",8/13/1907,22.003,42.374,10
iscgemsup610548695,6.49,southeast of the Loyalty Islands,8/14/1907,172.376,-23.613,35
iscgemsup610326425,5.27,"7 km E of Demir Kapija, North Macedonia",8/17/1907,22.334,41.412,10
iscgemsup16957969,7.2,"97 km NNE of Ozernovskiy, Russia",8/18/1907,156.782,52.358,145
iscgem610548696,5.51,"90 km ENE of Novokayakent, Russia",8/21/1907,48.965,42.775,15
iscgemsup16957970,6.19,"23 km NNE of Ocho Rios, Jamaica",8/23/1907,-77.023,18.604,20
ushis466,6.5,"Bristol Bay, Alaska",8/23/1907,-161,57,120
iscgem610548698,5.47,"6 km NW of Kveda Chkhorots’q’u, Georgia",8/29/1907,42.047,42.532,15
iscgem16957971,7.37,"151 km S of Attu Station, Alaska",9/3/1907,172.814,51.505,15
official19070906000000000,,"Nushagak Bay area, Alaska",9/6/1907,-158.5,59,
iscgem610326332,6.27,"11 km NE of Karakenja, Tajikistan",9/16/1907,71.614,39.31,15
iscgemsup610326333,6.01,"95 km SE of Kadzhi-Say, Kyrgyzstan",9/16/1907,77.902,41.471,15
ushis468,5.3,"Near San Bernardino, California",9/20/1907,-117.1,34.2,
iscgemsup610548699,6.2,"50 km WSW of Hengchun, Taiwan",9/22/1907,120.286,21.845,10
iscgem610548700,6.45,"25 km S of Taxisco, Guatemala",9/24/1907,-90.46,13.836,10
ushis469,,"Near Skagway, Alaska",9/24/1907,-135.5,59.5,
iscgem610548701,6.42,"200 km SW of Bandar Lampung, Indonesia",10/4/1907,104.039,-6.769,15
official19071005000000000,,"Near Angoon, Alaska",10/5/1907,-134.5,57.5,
iscgemsup610548702,5.78,"10 km WNW of Puntarenas, Costa Rica",10/6/1907,-84.932,10,15
iscgem610548703,6.25,D'Entrecasteaux Islands region,10/11/1907,153.262,-9.094,15
iscgem16957972,7.1,"157 km E of Lakatoro, Vanuatu",10/11/1907,168.892,-16.149,15
eqh19071016001000000,3.4,"Near Haverhill, Massachusetts",10/16/1907,-71,42.8,
iscgem914271,7.44,"69 km SSW of La Libertad, Mexico",10/16/1907,-113.059,29.379,15
iscgem16957975,7.44,"45 km SE of Panjakent, Tajikistan",10/21/1907,67.999,39.216,20
iscgem610326335,5.87,"5 km NW of Africo Vecchio, Italy",10/24/1907,15.942,38.101,15
iscgem16957976,6.52,"47 km NW of Khodzha-Maston, Tajikistan",10/27/1907,68.205,39.021,15
iscgemsup610548705,6.5,"286 km E of Port-Vila, Vanuatu",11/4/1907,171.007,-17.51,15
official19071116101000000,,Northern Peru,11/16/1907,-76.79,-8.01,150
iscgemsup610548707,6.43,"56 km NE of Casuguran, Philippines",11/17/1907,122.802,15.02,30
iscgem16957977,6.55,"253 km WNW of Sabang, Indonesia",11/22/1907,93.118,6.542,15
iscgem610326336,6.59,"Luzon, Philippines",11/24/1907,122.541,13.359,15
iscgem610548708,5.63,northern Mid-Atlantic Ridge,11/29/1907,-29.362,47.832,10
iscgem602790121,6.01,"151 km NE of Miyako, Japan",12/2/1907,143.33,40.492,35
iscgemsup611389650,6.22,"264 km WSW of Labuan, Indonesia",12/5/1907,103.696,-7.464,35
official19071210000000000,,"Near Valdez, Alaska",12/10/1907,-146,61,
iscgem16957978,6.95,"73 km ENE of Vanimo, Papua New Guinea",12/16/1907,141.899,-2.398,15
iscgemsup16957979,6.7,"55 km SW of Shikotan, Russia",12/23/1907,146.263,43.431,90
iscgem610548709,5.88,northern Mid-Atlantic Ridge,12/24/1907,-47.687,16.57,10
iscgemsup16957980,6.6,"43 km NE of Khorugh, Tajikistan",12/26/1907,71.937,37.737,105
ushis470,,"Bering Strait, Alaska",12/29/1907,-168,66,
iscgem16957981,7.29,"92 km SW of San Juan del Sur, Nicaragua",12/30/1907,-86.49,10.679,35
iscgem16957982,7.22,"108 km E of Hengchun, Taiwan",1/11/1908,121.788,22.074,15
iscgem16957983,6.82,"70 km E of Namie, Japan",1/15/1908,141.782,37.587,35
ushis471,,"Southeastern Lassen County, California",1/27/1908,-120.3,40.3,
se19080205082000000,3.3,"Housatonic Valley, Connecticut",2/5/1908,-73.2,41.4,
iscgem16957984,6.82,"143 km WSW of Kangding, China",2/10/1908,100.637,29.405,15
ushis472,6,"Near Valdez, Alaska",2/14/1908,-146.25,61,
iscgemsup16957985,7.11,"5 km N of Capoocan, Philippines",3/5/1908,124.647,11.343,15
iscgemsup16957986,6.5,"57 km NNW of Pārūn, Afghanistan",3/13/1908,70.618,35.874,190
iscgem610643056,6.79,"11 km WSW of Ainaro, Timor Leste",3/23/1908,125.42,-9.04,35
iscgem16957987,7.46,"6 km S of Copala, Mexico",3/27/1908,-98.986,16.546,25
iscgem16957988,7.18,"15 km SSW of Colonia Luces en el Mar, Mexico",3/27/1908,-100.054,16.79,25
iscgemsup16957989,6.6,"29 km SE of Jurm, Afghanistan",4/17/1908,71.035,36.658,190
iscgemsup16957990,6.7,"41 km SE of Vrangel’, Russia",4/19/1908,133.438,42.463,470
iscgem16957991,6.71,Southwest Indian Ridge,4/23/1908,44.17,-40.513,10
ushis473,4.5,"Near Monterey, California",4/25/1908,-121.8,36.6,
iscgem602790120,6.45,"252 km E of Kuril’sk, Russia",5/3/1908,151.05,45.648,15
official19080504050000000,,"Near Valdez, Alaska",5/4/1908,-146,61,
official19080504173500000,,"Near Valdez, Alaska",5/5/1908,-146,61,
iscgem16957992,7.26,"108 km SE of Tondano, Indonesia",5/5/1908,125.487,0.513,35
iscgem16957994,6.72,"117 km W of Yakutat, Alaska",5/15/1908,-141.795,59.626,15
iscgem16957995,6.06,"25 km NW of Kastrí, Greece",5/17/1908,23.884,34.987,35
ott19080616204152000,3.5,"Near Cornwall, Ontario",6/17/1908,-74.8,45.1,
iscgemsup610326427,5.45,"20 km WSW of Mílos, Greece",6/23/1908,24.224,36.656,15
iscgemsup610326428,5.52,"11 km ESE of Kímolos, Greece",6/23/1908,24.697,36.768,15
iscgemsup610326429,5.53,"9 km NNW of Amorgós, Greece",6/24/1908,25.852,36.911,15
iscgemsup611069813,5.33,"1 km NNE of Chiusaforte, Italy",7/10/1908,13.312,46.419,15
iscgemsup610326430,5.16,"1 km SSE of Frisanco, Italy",7/10/1908,12.735,46.198,15
iscgem610326340,5.63,"11 km W of Cheria, Algeria",8/4/1908,7.631,35.267,15
official19080804102000000,,"Near Ponce, Puerto Rico",8/4/1908,-66.5,18,
ott19080808120000000,,"Near Hartland, New Brunswick",8/8/1908,-67.6,46.3,
eqh19080813080700000,,Southern Puerto Rico,8/13/1908,-66,18,
iscgemsup16957996,7.42,Falkland Islands region,8/17/1908,-56.837,-53.96,10
ushis476,5.8,"Near Eureka, California",8/18/1908,-124,40.8,
iscgem16957997,7.04,"246 km NNW of Rikaze, China",8/20/1908,87.679,31.209,15
eqh19080823093000000,3.5,"Near Powhatan, Virginia",8/23/1908,-77.9,37.5,
official19080906021200000,,Puerto Rico Region,9/6/1908,-66.5,19,
official19080921063700000,6.7,"Island of Hawai`i, Hawaii",9/21/1908,-155.02,19.35,
se19080928193400000,4,"Near New Madrid, Missouri",9/29/1908,-89.6,36.6,
iscgemsup16957999,6.6,"11 km E of Ghelinţa, Romania",10/7/1908,26.379,45.931,130
iscgem16958000,6.72,"11 km SSE of Hacienda de Cabañas, Mexico",10/13/1908,-100.416,17.012,35
iscgem16958001,6.61,north of Svalbard,10/14/1908,23.622,82.635,10
iscgemsup16958002,6.9,"127 km E of Khorugh, Tajikistan",10/24/1908,73.019,37.557,220
iscgemsup16958003,7,"74 km NE of Bāzārak, Afghanistan",10/25/1908,70.017,35.84,220
se19081028002700000,4,"Near Cairo, Illinois",10/28/1908,-89.2,37,
eqh19081029000000000,,"Northeast of Katalla, Alaska",10/29/1908,-144,60.5,
eqh19081102000000000,,"Northeast of Katalla, Alaska",11/2/1908,-144,60,
iscgem16958004,6.73,South Indian Ocean,11/2/1908,90.916,-7.956,35
ushis478,6,"Death Valley area, California",11/4/1908,-117,36,
iscgem16958006,7.23,"159 km ENE of Kuril’sk, Russia",11/6/1908,149.844,45.599,15
iscgem16958007,7.18,"64 km NNE of Sarupathar, India",12/12/1908,97.117,26.72,15
iscgemsup600208139,6.68,"170 km E of Hadibu, Yemen",12/18/1908,55.576,12.483,10
ushis479,,"Near Virginia City, Montana",12/27/1908,-111.9,45.2,
iscgem16958009,7.09,"The 1908 Messina, Italy Earthquake and Tsunami",12/28/1908,15.487,37.965,15
uw19090111234600000,6,"San Juan Islands, Washington",1/12/1909,-122.8,48.7,
iscgemsup610326436,5.33,"2 km SW of Baricella, Italy",1/13/1909,11.515,44.63,15
iscgem610326342,6,"21 km NNE of Karaburun, Turkey",1/19/1909,26.579,38.826,15
iscgem16958011,7.3,"43 km NW of Delījān, Iran",1/23/1909,50.396,34.306,15
se19090123031500000,3.4,"Near Houghton, Michigan",1/23/1909,-88.6,47.1,
iscgem16958012,6.31,"26 km ENE of Koyulhisar, Turkey",2/9/1909,38.098,40.406,15
ushis481,4.5,"Near Rio Vista, California",2/14/1909,-121.7,38.1,
iscgem610326343,6.09,"11 km ENE of Elhovo, Bulgaria",2/15/1909,26.685,42.221,15
ushis482,,"Yakutat Bay area, Alaska",2/17/1909,-140,60,
official19090217065040000,,Puerto Rico region,2/17/1909,-65.25,19,
iscgemsup16958014,7.6,"178 km E of Levuka, Fiji",2/22/1909,-178.999,-18.191,550
iscgemsup16958015,6.84,"287 km N of Puerto Villamil, Ecuador",2/27/1909,-91.44,1.597,10
ushis483,5,"Nevada County, California",3/3/1909,-120.9,39.4,
iscgemsup602790119,6.53,"46 km SE of Koshima, Japan",3/11/1909,130.877,29.935,35
iscgem609601749,7.03,"82 km ENE of Hasaki, Japan",3/13/1909,141.719,35.897,15
official19090313140000000,5.35,"Kilauea Caldera area, Hawaii",3/13/1909,-155.3,19.4,
iscgem16958018,7.11,"150 km ESE of Hasaki, Japan",3/13/1909,142.387,35.267,15
iscgem16958019,6.77,"109 km WSW of Luwuk, Indonesia",3/18/1909,121.842,-1.213,35
iscgemsup602790117,6.59,"227 km ESE of Ishinomaki, Japan",3/23/1909,143.638,37.533,15
eqh19090402072500000,3.6,"Near Martinsburg, West Virginia",4/2/1909,-78,39.4,
iscgemsup16958024,6.97,"46 km WNW of Port-Olry, Vanuatu",4/10/1909,166.697,-14.825,15
iscgem16958022,6.71,east of Severnaya Zemlya,4/11/1909,129.157,78.539,10
iscgemsup16958020,7.01,"167 km WSW of Attu Station, Alaska",4/11/1909,170.919,52.244,35
iscgem16958026,6.72,"3 km WSW of Banqiao, Taiwan",4/15/1909,121.434,24.998,15
iscgem610326344,6,"2 km SW of Alcochete, Portugal",4/24/1909,-8.978,38.739,10
iscgem16958027,6.5,"182 km NNW of Tobelo, Indonesia",4/26/1909,127.123,3.117,35
iscgem16958028,7.06,"65 km ENE of Wewak, Papua New Guinea",4/27/1909,144.171,-3.315,15
iscgem16958029,6.66,Southwest Indian Ridge,4/30/1909,52.676,-35.516,10
ushis485,,"Yakutat Bay area, Alaska",5/6/1909,-139.5,59.5,
official19090516041500000,5.4,Northeastern Montana,5/16/1909,-105.38,48.81,
